,State,County,year,month,avg(NO2 Mean)
8172,California,Orange,2012,3,9.305905516129027
8173,Connecticut,Hartford,2012,7,7.372145064516132
8174,Oklahoma,Adair,2012,6,3.087608575757576
8175,Oklahoma,Oklahoma,2012,8,5.403958967741936
8176,California,Sacramento,2011,9,10.225501766666666
8177,Illinois,Cook,2011,9,11.143395916666668
8178,New Jersey,Essex,2011,5,20.90068432258064
8179,South Dakota,Minnehaha,2011,6,4.984391266666667
8180,Colorado,Denver,2012,8,22.557618483870982
8181,New Mexico,Bernalillo,2012,6,9.137677440000004
8182,Oklahoma,Tulsa,2012,2,10.054297241379308
8183,Pennsylvania,Washington,2012,2,10.354885034482757
8184,Maine,Cumberland,2012,12,11.813526838709672
8185,North Carolina,Mecklenburg,2012,4,7.809863333333326
8186,Pennsylvania,Allegheny,2012,11,17.224085000000006
8187,Pennsylvania,Berks,2012,2,13.256666640000002
8188,Connecticut,Hartford,2011,5,5.915962354838711
8189,Virginia,Alexandria City,2011,3,18.741667
8190,California,Santa Clara,2012,8,8.775383774193545
8191,Illinois,Saint Clair,2012,6,10.850962148148144
8192,New York,Bronx,2012,7,14.432222999999999
8193,New York,Bronx,2012,8,17.164077870967738
8194,California,San Bernardino,2011,7,16.60790507476635
8195,Illinois,Saint Clair,2011,7,6.225806419354845
8196,Maine,Cumberland,2011,1,8.982621677419361
8197,New York,Monroe,2011,11,9.952512103448269
8198,North Carolina,Mecklenburg,2011,9,8.208506333333325
8199,Colorado,Denver,2012,4,19.999470866666663
8200,Hawaii,Honolulu,2012,1,3.609768806451613
8201,Illinois,Saint Clair,2012,1,19.829710157894727
8202,Oklahoma,Oklahoma,2012,4,2.8527778333333322
8203,Pennsylvania,Erie,2012,11,7.433333333333335
8204,Massachusetts,Suffolk,2011,1,26.622114709677415
8205,California,Alameda,2012,1,27.277496857142854
8206,California,Alameda,2012,3,13.96485123333333
8207,New York,Queens,2012,9,14.372476400000004
8208,Ohio,Cuyahoga,2012,10,11.913884967741911
8209,California,Santa Clara,2011,11,14.915299474576273
8210,Connecticut,New Haven,2011,10,14.286552166666663
8211,Iowa,Scott,2011,4,5.716854217391307
8212,Iowa,Scott,2011,11,7.7373672564102565
8213,Ohio,Cuyahoga,2011,3,15.566591741935465
8214,South Dakota,Minnehaha,2011,9,5.897997599999999
8215,Texas,McLennan,2011,3,3.4191679677419375
8216,Delaware,New Castle,2012,5,8.246463851851852
8217,New Mexico,Bernalillo,2012,4,10.775078966666664
8218,Oklahoma,Oklahoma,2012,9,5.071742466666667
8219,Connecticut,New Haven,2011,4,13.821412333333326
8220,Florida,Orange,2011,2,7.319047607142861
8221,Maine,Cumberland,2011,2,13.179111499999992
8222,New Mexico,Bernalillo,2011,6,9.875596517241375
8223,Oregon,Multnomah,2011,11,11.609863074074068
8224,California,San Diego,2012,2,14.545837482758632
8225,Connecticut,New Haven,2012,11,17.049994533333333
8226,Illinois,Cook,2012,1,18.24890032258065
8227,North Carolina,Mecklenburg,2012,7,6.744628796296296
8228,North Dakota,Cass,2012,12,6.007142806451613
8229,North Carolina,Mecklenburg,2011,11,11.24421596666666
8230,Arizona,Maricopa,2012,12,25.831067749999992
8231,California,Imperial,2012,7,6.585602923076928
8232,Minnesota,Anoka,2012,3,7.7663044347826125
8233,New Jersey,Essex,2012,12,21.9930299032258
8234,California,Sacramento,2011,8,6.131311387096772
8235,Texas,El Paso,2011,6,11.019069900900895
8236,Virginia,Henrico,2011,5,8.056563580645165
8237,District Of Columbia,District of Columbia,2012,5,12.238105378947356
8238,Maine,Cumberland,2012,7,8.451020483870968
8239,Maryland,Prince George's,2012,12,11.626438407407404
8240,California,San Bernardino,2011,5,14.705848407079628
8241,Nevada,Washoe,2011,2,22.76039542857142
8242,New York,Monroe,2011,1,5.255556
8243,New York,Steuben,2011,9,1.083406633333333
8244,Pennsylvania,Erie,2011,8,4.962749580645163
8245,California,Imperial,2012,9,11.428339379310346
8246,California,San Bernardino,2012,5,14.258527967741939
8247,California,San Bernardino,2012,9,20.77414570000002
8248,Connecticut,New Haven,2012,6,9.49828733333333
8249,Florida,Orange,2012,11,8.097857099999995
8250,Hawaii,Honolulu,2012,10,3.381033218181822
8251,Minnesota,Anoka,2012,6,6.44695757777777
8252,California,Santa Clara,2011,3,10.006025166666644
8253,New Jersey,Essex,2011,4,22.2506313
8254,Virginia,Henrico,2011,10,9.84889654838709
8255,Louisiana,East Baton Rouge,2012,3,12.88999790322579
8256,Massachusetts,Suffolk,2012,9,13.186774699999996
8257,Texas,McLennan,2012,5,3.0955156538461543
8258,District Of Columbia,District of Columbia,2011,9,12.965977705882356
8259,Iowa,Polk,2011,7,5.945856064516131
8260,Nevada,Washoe,2011,9,15.657869033333332
8261,Delaware,New Castle,2012,7,8.002582727272726
8262,Hawaii,Honolulu,2012,5,2.223291692307684
8263,Maine,Aroostook,2012,10,1.5170016551724148
8264,Maryland,Baltimore,2012,1,15.39630203846154
8265,Nevada,Washoe,2012,3,12.402619580645164
8266,Pennsylvania,Erie,2012,7,5.192029000000002
8267,Texas,Dallas,2012,11,16.952554085714286
8268,Connecticut,Fairfield,2011,3,10.875
8269,Illinois,Cook,2011,7,12.741967918032788
8270,Louisiana,East Baton Rouge,2011,11,11.771792933333337
8271,Utah,Salt Lake,2011,7,10.539003870967734
8272,California,Orange,2012,10,11.756302387096778
8273,Colorado,Denver,2012,6,17.6968944
8274,Florida,Orange,2012,2,5.8875950689655205
8275,Illinois,Saint Clair,2012,10,8.293849233333338
8276,Indiana,Marion,2012,9,9.970517666666671
8277,Pennsylvania,Berks,2012,1,12.007854129032259
8278,Pennsylvania,Erie,2012,1,7.659722333333332
8279,Virginia,Hampton City,2011,6,5.3665701666666665
8280,Arkansas,Pulaski,2012,9,10.406136933333297
8281,California,Santa Clara,2012,12,13.122051467741938
8282,Connecticut,Fairfield,2012,4,8.572840266666667
8283,Hawaii,Honolulu,2012,7,2.1767020967741915
8284,Oklahoma,Oklahoma,2012,10,5.698889741935483
8285,California,Riverside,2011,5,10.689573138888862
8286,New York,Bronx,2011,7,16.702457645161278
8287,Virginia,Henrico,2011,3,4.747826
8288,Country Of Mexico,BAJA CALIFORNIA NORTE,2011,1,23.470617842105263
8289,Florida,Orange,2012,10,4.6194539999999975
8290,Pennsylvania,York,2012,4,12.051690766666669
8291,California,Santa Barbara,2011,9,1.7676966222222261
8292,California,Solano,2011,1,14.881346419354854
8293,Connecticut,Hartford,2011,4,8.424723533333324
8294,Illinois,Saint Clair,2011,9,6.885568833333336
8295,New York,Queens,2011,3,17.783157548387102
8296,Pennsylvania,Berks,2011,8,7.222955920000003
8297,South Dakota,Minnehaha,2011,5,4.6932078387096725
8298,Virginia,Henrico,2011,8,6.9624687037036965
8299,Arizona,Maricopa,2012,3,20.920703822580656
8300,Arizona,Pima,2012,3,14.235139451612907
8301,California,Orange,2012,8,4.064316516129036
8302,California,San Diego,2012,1,22.154628196078438
8303,Kansas,Wyandotte,2012,6,8.00586589655172
8304,Florida,Orange,2011,8,5.431272516129036
8305,Florida,Orange,2011,12,6.733602161290325
8306,North Dakota,Cass,2011,12,3.900023096774193
8307,California,Sacramento,2012,8,6.700792419354847
8308,Maryland,Baltimore,2012,2,16.172902172413792
8309,Texas,McLennan,2012,8,2.5181305483870973
8310,California,Orange,2011,6,2.7709155254237254
8311,Nevada,Washoe,2011,8,10.318028225806447
8312,Pennsylvania,Cambria,2011,3,9.998997904761907
8313,Arkansas,Pulaski,2012,11,15.659046333333396
8314,California,Contra Costa,2012,1,14.631688946236526
8315,California,Contra Costa,2012,12,10.155378473118288
8316,Maine,Aroostook,2012,2,4.4905195517241365
8317,Pennsylvania,Cambria,2012,1,11.566444516129035
8318,Texas,Dallas,2012,10,12.77991780000001
8319,California,Santa Barbara,2011,3,2.518657263803679
8320,Delaware,New Castle,2011,8,7.783059516129032
8321,Massachusetts,Suffolk,2011,12,24.195294612903233
8322,New York,Queens,2011,11,24.882430066666647
8323,Pennsylvania,Philadelphia,2011,6,16.08328196666666
8324,California,Fresno,2012,6,6.486956551724135
8325,California,Humboldt,2012,6,1.1258923551401856
8326,Connecticut,Hartford,2012,3,9.041667
8327,Nevada,Washoe,2012,4,9.68790403333333
8328,Pennsylvania,Allegheny,2012,5,11.947590629032259
8329,Pennsylvania,Cambria,2012,2,12.532296344827587
8330,California,San Bernardino,2011,4,12.671896449152527
8331,Iowa,Scott,2011,6,5.238964266666676
8332,Massachusetts,Suffolk,2011,6,15.524537466666656
8333,Texas,Harris,2011,10,13.685637977777768
8334,Virginia,Alexandria City,2011,4,11.131729137931028
8335,District Of Columbia,District of Columbia,2012,11,21.21167794999997
8336,New Mexico,Bernalillo,2011,1,20.214230322580665
8337,Wyoming,Laramie,2011,8,3.808021285714285
8338,Hawaii,Honolulu,2012,8,1.9917184285714278
8339,Massachusetts,Suffolk,2012,11,18.542493966666672
8340,Pennsylvania,Allegheny,2012,9,10.824405183333338
8341,Pennsylvania,Berks,2012,4,8.004836375
8342,Pennsylvania,Berks,2012,10,8.257184741935482
8343,Florida,Orange,2011,9,4.7415404
8344,New Jersey,Essex,2011,3,20.222646903225815
8345,New Jersey,Essex,2011,6,17.465680133333322
8346,New York,Bronx,2011,12,25.020225612903218
8347,New York,Steuben,2011,3,2.9470290999999973
8348,Pennsylvania,Allegheny,2011,2,16.7043103448276
8349,California,Humboldt,2012,8,1.2632200666666642
8350,California,Los Angeles,2012,11,26.0827850089286
8351,California,Santa Barbara,2012,3,2.1049196739130407
8352,Hawaii,Honolulu,2011,1,4.328627483870975
8353,Illinois,Cook,2011,3,37.958333
8354,Oregon,Multnomah,2011,4,7.809525100000001
8355,Rhode Island,Providence,2011,6,4.510118299999994
8356,Texas,Dallas,2011,6,8.726642357142861
8357,Texas,Dallas,2011,12,15.73391012903226
8358,Arizona,Maricopa,2012,1,26.53226364285715
8359,Illinois,Cook,2012,3,8.682239000000001
8360,Oklahoma,Oklahoma,2012,1,7.782895821428565
8361,District Of Columbia,District of Columbia,2011,2,18.27029228571428
8362,Iowa,Scott,2011,10,8.420825480000001
8363,New York,Monroe,2011,3,8.527410103448277
8364,Pennsylvania,Erie,2011,9,5.435277799999997
8365,California,Imperial,2012,11,19.14430653333334
8366,Connecticut,New Haven,2012,3,14.660042645161292
8367,Kansas,Wyandotte,2012,8,12.813205020408168
8368,North Dakota,Cass,2012,3,6.005164129032259
8369,Oklahoma,Tulsa,2012,8,9.299811999999992
8370,Pennsylvania,Erie,2012,4,6.607828166666676
8371,Connecticut,Litchfield,2011,2,4.503966892857142
8372,Nevada,Washoe,2011,6,8.344265899999998
8373,New York,Monroe,2011,12,10.880691884615375
8374,Pennsylvania,Allegheny,2011,8,11.489083379999997
8375,Pennsylvania,Erie,2011,3,7.437565275862071
8376,South Dakota,Minnehaha,2011,10,6.5523140967741895
8377,Utah,Salt Lake,2011,12,29.220608096774203
8378,Arkansas,Pulaski,2012,3,9.52511096774194
8379,Georgia,DeKalb,2012,7,10.295393290322574
8380,Kansas,Wyandotte,2012,12,15.553800129032252
8381,Pennsylvania,York,2012,3,11.568257254545452
8382,Texas,Dallas,2012,1,15.188756586206896
8383,California,Santa Barbara,2011,10,2.884917384615386
8384,California,Santa Barbara,2012,9,1.2942877765363126
8385,Illinois,Cook,2011,11,12.917951266666668
8386,Oklahoma,Adair,2011,5,2.169684869565217
8387,Oklahoma,Oklahoma,2011,3,6.184395774193546
8388,California,Riverside,2012,8,13.73873183870969
8389,Ohio,Cuyahoga,2012,3,14.952223741935471
8390,Pennsylvania,Washington,2012,9,6.730555533333335
8391,South Dakota,Minnehaha,2012,1,8.495633612903232
8392,Texas,McLennan,2012,2,4.781734068965522
8393,New York,Queens,2011,6,15.945555545454539
8394,Virginia,Hampton City,2011,8,4.319883129032258
8395,Delaware,New Castle,2012,2,18.617320888888884
8396,Illinois,Cook,2012,5,9.23803177419355
8397,Maryland,Prince George's,2012,2,11.875178230769226
8398,Connecticut,New Haven,2011,6,12.295927833333337
8399,Idaho,Ada,2011,2,8.927273
8400,Indiana,Marion,2011,5,8.392194387096778
8401,Massachusetts,Suffolk,2011,8,15.472177290322579
8402,Minnesota,Anoka,2011,5,4.163537000000001
8403,New Mexico,Bernalillo,2011,7,7.822627451612904
8404,California,San Bernardino,2012,12,17.7999078548387
8405,Connecticut,Litchfield,2012,2,2.287788206896552
8406,Delaware,New Castle,2012,3,12.271239176470587
8407,Iowa,Scott,2012,8,6.979075962962962
8408,Pennsylvania,Berks,2012,3,8.667273387096767
8409,California,Santa Barbara,2011,8,1.117008010752686
8410,Virginia,Hampton City,2011,3,1.304167
8411,Arkansas,Pulaski,2012,7,7.315153161290342
8412,Colorado,Adams,2012,9,18.072460533333334
8413,New York,Queens,2012,1,20.060459322580677
8414,Pennsylvania,Washington,2011,7,9.541638592592594
8415,Texas,McLennan,2011,10,3.509579719999997
8416,Indiana,Marion,2012,4,8.46742261538461
8417,Hawaii,Honolulu,2011,12,2.716805571428577
8418,Maine,Aroostook,2011,12,2.727047387096775
8419,Minnesota,Anoka,2011,11,11.06327276
8420,New Mexico,Bernalillo,2011,3,14.33136203225806
8421,Colorado,Jackson,2012,11,1.0805005555555554
8422,Massachusetts,Suffolk,2012,8,14.052419999999996
8423,Texas,Dallas,2012,8,9.243909964285717
8424,California,Sacramento,2011,2,11.982242035714293
8425,California,San Diego,2011,4,9.374702650000012
8426,Florida,Orange,2011,6,4.6754365
8427,Georgia,DeKalb,2011,5,13.025901322580655
8428,Maryland,Baltimore,2011,11,16.442230296296295
8429,North Dakota,Cass,2011,7,2.3444181290322574
8430,Pennsylvania,Washington,2011,3,8.804115838709674
8431,Texas,McLennan,2011,12,4.1395655806451614
8432,Florida,Orange,2012,3,4.427468322580646
8433,New Jersey,Camden,2012,7,7.981252580645167
8434,New Mexico,Bernalillo,2012,3,13.199074800000007
8435,New York,Queens,2012,7,13.534320032258066
8436,Iowa,Polk,2011,10,10.624887956521741
8437,Rhode Island,Providence,2011,8,5.1601515000000004
8438,Colorado,Adams,2012,7,14.875642000000003
8439,Iowa,Scott,2012,7,6.702486879310343
8440,New York,Bronx,2012,6,14.223257633333334
8441,North Carolina,Mecklenburg,2012,10,9.124877677419358
8442,North Carolina,Mecklenburg,2012,12,11.102918548387096
8443,California,Sacramento,2011,11,11.640883866666668
8444,California,Solano,2011,2,15.761682964285702
8445,Massachusetts,Suffolk,2011,7,14.377917161290314
8446,Ohio,Hamilton,2011,2,14.952121200000004
8447,Oklahoma,Oklahoma,2011,4,5.7697550000000035
8448,Pennsylvania,Erie,2011,5,6.4405914193548375
8449,Texas,Dallas,2011,2,13.698190500000004
8450,Texas,El Paso,2011,12,13.507321774193553
8451,Georgia,DeKalb,2012,12,10.750120193548376
8452,Massachusetts,Suffolk,2012,10,16.856151566666657
8453,Texas,El Paso,2012,1,15.222061333333336
8454,Connecticut,Fairfield,2011,5,8.00684370967742
8455,Pennsylvania,Allegheny,2011,6,10.118360483333335
8456,California,Santa Clara,2012,2,13.317532017241387
8457,Maine,Cumberland,2012,10,9.661484639344268
8458,Oklahoma,Adair,2012,12,4.439035115384614
8459,Texas,Travis,2012,11,9.079167
8460,California,Sacramento,2011,6,5.035946266666668
8461,North Dakota,Cass,2011,10,3.684139838709679
8462,California,Alameda,2012,5,11.654978967741947
8463,District Of Columbia,District of Columbia,2012,3,15.000248018691602
8464,Iowa,Scott,2012,3,6.405505387096769
8465,Louisiana,East Baton Rouge,2012,11,12.301220083333329
8466,Maine,Cumberland,2012,6,6.018638833333332
8467,California,San Diego,2011,1,23.581804209677408
8468,Connecticut,Fairfield,2011,6,8.925679199999994
8469,Connecticut,Hartford,2011,3,10.454545
8470,North Carolina,Mecklenburg,2011,3,9.46204936065574
8471,California,Orange,2012,9,7.222845133333332
8472,Illinois,Cook,2012,11,19.48575429166667
8473,Indiana,Marion,2012,6,8.81555092
8474,Oklahoma,Adair,2011,7,3.1550000999999988
8475,Oklahoma,Tulsa,2011,4,7.04953711111111
8476,Pennsylvania,Philadelphia,2011,11,24.93957696666667
8477,Wyoming,Laramie,2011,3,3.8920599677419365
8478,Maine,Aroostook,2011,9,1.3228032999999997
8479,New York,Bronx,2011,2,28.655918821428575
8480,Country Of Mexico,BAJA CALIFORNIA NORTE,2011,12,29.33296599999999
8481,Maryland,Baltimore,2012,10,11.106544096774192
8482,Pennsylvania,Erie,2012,6,4.481944366666667
8483,Hawaii,Honolulu,2011,10,2.6260320666666654
8484,Kansas,Wyandotte,2011,10,15.397556290322582
8485,Massachusetts,Suffolk,2011,3,17.214686129032263
8486,Texas,McLennan,2011,7,0.934164290322581
8487,California,Fresno,2012,5,7.598827677419357
8488,California,Santa Clara,2012,3,9.643934983870976
8489,Georgia,DeKalb,2012,8,9.527095580645165
8490,Georgia,DeKalb,2012,10,10.853277161290318
8491,Iowa,Polk,2012,6,6.770111920000005
8492,Oklahoma,Oklahoma,2011,5,3.0479862857142845
8493,Texas,El Paso,2011,4,11.071228299999992
8494,California,San Bernardino,2012,6,14.977181016666671
8495,Maine,Aroostook,2012,4,1.7831419199999992
8496,Oklahoma,Oklahoma,2012,7,4.472140806451611
8497,Illinois,Saint Clair,2011,4,7.327777766666667
8498,Illinois,Saint Clair,2011,11,9.210826090909096
8499,Country Of Mexico,BAJA CALIFORNIA NORTE,2011,8,14.709565684210526
8500,Arizona,Pima,2012,12,16.986610677419353
8501,California,Alameda,2012,4,12.789631999999994
8502,California,Contra Costa,2012,4,5.672870755555551
8503,California,Los Angeles,2012,7,12.477246076923072
8504,Massachusetts,Suffolk,2012,12,19.42867922580646
8505,California,Solano,2011,12,20.4123931935484
8506,Florida,Orange,2011,7,4.66685877419355
8507,Georgia,DeKalb,2011,2,15.051870785714286
8508,Wyoming,Laramie,2011,2,3.9795736428571424
8509,Maine,Cumberland,2012,5,7.3004945483871
8510,Pennsylvania,Washington,2012,8,7.2267665161290395
8511,California,Santa Barbara,2011,11,3.3387253333333358
8512,Connecticut,New Haven,2011,1,23.196437645161296
8513,Connecticut,New Haven,2011,8,11.525486354838717
8514,Ohio,Cuyahoga,2011,12,15.49018232258067
8515,Pennsylvania,Erie,2011,2,6.208333
8516,South Dakota,Minnehaha,2011,1,9.755230380952382
8517,Country Of Mexico,BAJA CALIFORNIA NORTE,2011,6,5.181818000000001
8518,Connecticut,Litchfield,2012,1,2.8719839354838723
8519,Pennsylvania,Cambria,2012,4,7.795470999999996
8520,California,Riverside,2011,12,20.842477879999997
8521,New York,Queens,2011,10,19.75634951612904
8522,Oregon,Multnomah,2011,9,11.217527454545454
8523,California,Imperial,2012,2,17.267103666666657
8524,District Of Columbia,District of Columbia,2012,12,19.552078064516124
8525,Hawaii,Honolulu,2012,12,3.5499148387096846
8526,New Mexico,Bernalillo,2012,10,15.137882838709666
8527,California,Santa Barbara,2011,2,3.366276817610065
8528,Louisiana,East Baton Rouge,2011,8,10.858789419354837
8529,New York,Monroe,2011,5,8.130858399999997
8530,Oklahoma,Oklahoma,2011,2,8.995941464285723
8531,California,Humboldt,2012,9,1.8186048849557521
8532,New Jersey,Essex,2012,11,23.354491307692307
8533,New Mexico,Bernalillo,2012,9,11.036913100000001
8534,Texas,Dallas,2012,9,9.882422566666671
8535,California,Sacramento,2011,12,18.951793516129037
8536,New York,Bronx,2011,6,16.854818800000007
8537,Ohio,Hamilton,2011,8,11.796130928571431
8538,Pennsylvania,Washington,2011,6,6.348223551724152
8539,Virginia,Henrico,2011,6,7.9487352307692385
8540,California,Imperial,2012,10,14.26482729032257
8541,California,Orange,2012,7,3.1054944615384596
8542,Maine,Aroostook,2012,11,2.2389634333333337
8543,Pennsylvania,York,2012,8,10.744924096774202
8544,California,Solano,2011,7,4.903193903225804
8545,California,Solano,2011,11,13.518741666666669
8546,Massachusetts,Suffolk,2011,4,15.834905633333324
8547,New York,Bronx,2011,3,18.591100000000004
8548,Oklahoma,Oklahoma,2011,7,4.817780290322582
8549,Louisiana,East Baton Rouge,2012,10,13.561986241379298
8550,Maryland,Baltimore,2012,7,8.537738419354836
8551,Ohio,Cuyahoga,2012,2,14.465498464285714
8552,Illinois,Saint Clair,2011,8,7.219921419354839
8553,Pennsylvania,Philadelphia,2011,5,14.375846
8554,California,San Bernardino,2012,4,14.54383994999999
8555,Oregon,Multnomah,2012,2,8.769850736842105
8556,Iowa,Scott,2011,1,10.726597275862073
8557,Massachusetts,Suffolk,2011,9,15.435433299999996
8558,New York,Queens,2011,2,26.829737714285695
8559,California,Santa Clara,2012,11,14.459508350877186
8560,California,Solano,2012,10,9.171540580645157
8561,Maryland,Baltimore,2012,5,8.078615774193548
8562,Pennsylvania,Allegheny,2012,3,14.263910033333328
8563,New York,Monroe,2011,8,6.483015583333337
8564,Ohio,Hamilton,2011,11,10.062327428571429
8565,Oklahoma,Adair,2011,6,2.2076590624999994
8566,Oklahoma,Tulsa,2011,1,10.875477419354832
8567,Oregon,Multnomah,2011,5,8.44591622580646
8568,Utah,Salt Lake,2011,2,19.98163510714286
8569,California,Fresno,2012,9,13.54965809999999
8570,California,Orange,2012,11,15.26803746666666
8571,Connecticut,New Haven,2012,2,17.946687724137938
8572,Delaware,New Castle,2012,6,8.110993433333334
8573,Iowa,Scott,2012,9,7.509686333333332
8574,Maryland,Prince George's,2012,4,7.424869166666658
8575,North Dakota,Cass,2012,7,2.949122806451611
8576,Pennsylvania,Allegheny,2012,7,10.676780130434787
8577,Pennsylvania,Bucks,2012,6,6.861781620689654
8578,Texas,El Paso,2012,10,15.041846499999991
8579,New York,Queens,2011,5,15.38712661290322
8580,Texas,El Paso,2011,9,11.204150545454542
8581,Delaware,New Castle,2012,10,12.472701285714278
8582,Iowa,Scott,2012,6,6.13756203333333
8583,Maryland,Baltimore,2012,11,15.63900416666667
8584,Maryland,Prince George's,2012,11,13.763460299999997
8585,California,Santa Clara,2011,5,6.999902548387095
8586,District Of Columbia,District of Columbia,2012,10,19.19352174285715
8587,North Carolina,Mecklenburg,2012,5,6.766623548387095
8588,Pennsylvania,Philadelphia,2012,2,24.34883403448275
8589,Oklahoma,Tulsa,2011,9,10.291484466666667
8590,Pennsylvania,Allegheny,2011,5,12.608325178571421
8591,Texas,Harris,2011,4,7.126903348837207
8592,New Mexico,Bernalillo,2012,12,20.43481183870967
8593,California,Riverside,2011,4,13.590836631578908
8594,Delaware,New Castle,2011,9,7.445706266666661
8595,Louisiana,East Baton Rouge,2011,9,12.418445199999997
8596,Oklahoma,Oklahoma,2011,6,3.915891068965518
8597,Texas,Dallas,2011,10,16.500675214285714
8598,California,San Bernardino,2012,11,23.213288283333352
8599,North Dakota,Cass,2012,11,5.737369892857138
8600,Texas,Travis,2012,12,8.288845806451615
8601,Illinois,Cook,2011,8,13.884019645161297
8602,Iowa,Polk,2011,3,16.183333
8603,Texas,Harris,2011,6,7.4065398111111
8604,Virginia,Henrico,2011,4,7.254250633333334
8605,California,Solano,2012,1,17.99675251612901
8606,California,Solano,2012,5,5.634843645161292
8607,California,Sacramento,2011,1,12.740488677419352
8608,Hawaii,Honolulu,2011,2,4.160729333333346
8609,Arizona,Pima,2012,5,8.12772395652173
8610,Iowa,Polk,2012,5,5.848948466666672
8611,Oklahoma,Tulsa,2012,1,9.864544642857142
8612,Pennsylvania,Allegheny,2012,1,13.923393139534879
8613,Texas,Dallas,2012,3,11.696901258064516
8614,Ohio,Cuyahoga,2011,2,17.621607535714258
8615,Pennsylvania,Washington,2011,4,7.052500033333333
8616,California,Humboldt,2012,5,1.4299722580645184
8617,California,San Diego,2012,8,10.036992392857146
8618,Louisiana,East Baton Rouge,2012,5,10.598387129032268
8619,Oregon,Multnomah,2012,11,9.915869599999995
8620,Texas,Harris,2012,9,9.983098099999994
8621,Ohio,Cuyahoga,2011,11,14.816594200000004
8622,South Dakota,Minnehaha,2011,7,3.8622905573770483
8623,Maryland,Baltimore,2012,12,14.645889161290322
8624,North Carolina,Mecklenburg,2012,6,6.76148743333333
8625,Ohio,Cuyahoga,2012,4,13.878094033333308
8626,Maryland,Baltimore,2011,3,11.775039259259254
8627,Arizona,Pima,2012,4,10.130594961538465
8628,Maine,Cumberland,2012,8,8.281790580645165
8629,Maryland,Prince George's,2012,1,11.281602793103438
8630,Pennsylvania,Cambria,2012,5,5.141166352941177
8631,Connecticut,New Haven,2011,9,11.163568199999997
8632,Delaware,New Castle,2011,3,10.544278714285714
8633,Ohio,Hamilton,2011,12,16.091397806451617
8634,Texas,Harris,2011,3,11.076576848837197
8635,Oregon,Multnomah,2012,7,5.730057960000002
8636,Connecticut,Litchfield,2011,10,1.8740838148148153
8637,Connecticut,New Haven,2011,5,10.43361554838708
8638,Oklahoma,Tulsa,2011,3,7.372583741935479
8639,Oregon,Multnomah,2011,1,10.669733275862066
8640,California,Santa Clara,2012,4,7.981177491228071
8641,Delaware,New Castle,2012,4,10.643188115384616
8642,New Jersey,Camden,2012,4,13.16084133333333
8643,New Jersey,Essex,2012,1,20.042090838709687
8644,Oregon,Multnomah,2012,1,12.676650840000004
8645,Texas,Harris,2012,3,9.398413075268818
8646,Connecticut,Litchfield,2011,8,1.0036643728813566
8647,Delaware,New Castle,2011,7,7.486851322580642
8648,Maryland,Baltimore,2011,5,7.938593612903225
8649,New York,Queens,2011,12,24.473803290322586
8650,North Carolina,Mecklenburg,2011,10,8.650726645161285
8651,Oregon,Multnomah,2011,10,9.589311583333332
8652,Pennsylvania,Erie,2011,6,5.093889000000001
8653,Texas,McLennan,2011,5,4.724954935483866
8654,Connecticut,Fairfield,2012,6,6.004963199999998
8655,Maine,Aroostook,2012,5,1.3754800322580647
8656,New York,Queens,2012,2,22.401663999999997
8657,New York,Queens,2012,5,16.67367106451614
8658,Pennsylvania,Bucks,2012,4,8.5501153
8659,New York,Monroe,2011,4,7.306079999999996
8660,California,Riverside,2012,3,12.099833000000022
8661,Illinois,Saint Clair,2012,5,11.261687741935482
8662,Maryland,Baltimore,2012,6,8.46149427586207
8663,Massachusetts,Suffolk,2012,5,13.90898158064516
8664,Pennsylvania,Washington,2012,4,7.5684523214285715
8665,Colorado,Adams,2011,4,9.754771531249999
8666,Maine,Cumberland,2011,10,8.700789480000008
8667,Minnesota,Anoka,2011,3,10.418197098360654
8668,Oregon,Multnomah,2011,12,15.503186161290328
8669,Pennsylvania,Allegheny,2011,10,12.950050999999995
8670,Oregon,Multnomah,2011,7,4.940414354838712
8671,Country Of Mexico,BAJA CALIFORNIA NORTE,2011,11,28.175400166666684
8672,Colorado,Adams,2012,6,17.727742400000004
8673,Connecticut,Fairfield,2012,9,5.147408733333333
8674,District Of Columbia,District of Columbia,2012,8,16.573226483870965
8675,South Dakota,Minnehaha,2012,3,6.546165806451612
8676,California,Santa Clara,2011,6,6.559275849999996
8677,Pennsylvania,Washington,2011,11,12.146855377358477
8678,California,Humboldt,2012,11,1.9922782333333326
8679,California,Santa Clara,2012,1,19.18091770967742
8680,Colorado,Adams,2012,4,12.292936933333328
8681,District Of Columbia,District of Columbia,2012,9,17.80472589999999
8682,Louisiana,East Baton Rouge,2012,12,11.258637548387096
8683,California,Santa Barbara,2011,12,4.719110591397843
8684,Georgia,DeKalb,2011,4,10.876785642857147
8685,Hawaii,Honolulu,2011,6,2.2094202000000047
8686,Pennsylvania,Cambria,2011,9,6.245421633333334
8687,California,Alameda,2012,2,18.183115310344835
8688,California,Sacramento,2012,11,10.438257466666672
8689,Illinois,Saint Clair,2012,11,17.513463159999997
8690,North Dakota,Cass,2012,10,3.737266419354838
8691,Pennsylvania,York,2012,9,8.817435299999994
8692,California,Sacramento,2011,7,5.0050903548387105
8693,Connecticut,Hartford,2011,9,6.992403799999994
8694,Connecticut,Litchfield,2011,6,1.5532313000000009
8695,Hawaii,Honolulu,2011,7,2.046107967741935
